Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,IMDb
Breaking Fast,2020,18+,55,0,1,0,0,0,5.5
Detective Dee: The Four Heavenly Kings,2018,18+,55,0,1,0,0,0,5.5
Amira & Sam,2014,18+,55,0,1,0,0,0,5.5
Amulet,2020,18+,55,0,1,0,0,0,5.5
Out Stealing Horses,2019,18+,55,0,1,0,0,0,5.5
Space Station 3D,2002,18+,55,0,1,0,0,0,5.5
Liz in September,2014,18+,55,0,1,0,0,0,5.5
Lowlife,2017,18+,55,0,1,0,0,0,5.5
Kindergarten Cop 2,2016,13+,55,0,1,0,0,0,5.5
Donnybrook,2019,18+,55,0,1,0,0,0,5.5
The Devil's Doorway,2018,18+,55,0,1,0,0,0,5.5
An Acceptable Loss,2019,18+,55,0,1,0,0,0,5.5
Take Every Wave: The Life of Laird Hamilton,2018,7+,55,0,1,0,0,0,5.5
Notturno,2020,18+,55,0,1,0,0,0,5.5
Pokémon the Movie: Hoopa and the Clash of Ages,2015,7+,55,0,1,0,0,0,5.5
The Female Brain,2018,16+,55,0,1,0,0,0,5.5
Fun in Acapulco,1963,7+,55,0,1,0,0,0,5.5
Pledge,2019,18+,55,0,1,0,0,0,5.5
Exit Plan,2019,18+,55,0,1,0,0,0,5.5
Sheep & Wolves,2016,all,55,0,1,1,0,0,5.5
Centigrade,2020,18+,55,0,1,0,0,0,5.5
A Nasty Piece of Work,2019,18+,55,0,1,0,0,0,5.5
Legion of Brothers,2017,16+,55,0,1,0,0,0,5.5
K: Missing Kings,2014,16+,55,0,1,0,0,0,5.5
Our Family Wedding,2010,13+,55,0,1,0,0,0,5.5
Wander Darkly,2020,18+,55,0,1,0,0,0,5.5
Wounds,2019,18+,55,0,1,0,0,0,5.5
Hooking Up,2020,18+,55,0,1,0,0,0,5.5
Wolves,2016,18+,55,0,1,0,0,0,5.5
"Nico, 1988",2017,18+,55,0,1,0,0,0,5.5
Star Kid,1997,7+,55,0,1,1,0,0,5.5
Follow Me,2020,18+,55,0,1,0,0,0,5.5
American Gun,2005,18+,55,0,1,0,0,0,5.5
The Tomorrow Man,2019,13+,54,0,1,0,0,0,5.4
Almost Human,2013,18+,54,0,1,0,0,0,5.4
Premature,2020,18+,54,0,1,0,0,0,5.4
Wild Nights with Emily,2018,13+,54,0,1,0,0,0,5.4
Let's Be Evil,2016,18+,54,0,1,0,0,0,5.4
R.L. Stine's Monsterville: The Cabinet of Souls,2015,7+,54,0,1,0,0,0,5.4
Big Men,2014,18+,54,0,1,0,0,0,5.4
The Midnight Man,2016,18+,54,0,1,0,0,0,5.4
Black and White,1999,18+,54,0,1,0,0,0,5.4
Journey to the South Pacific,2013,all,54,0,1,0,0,0,5.4
The Dinner,2017,18+,54,0,1,0,0,0,5.4
Before We Vanish,2017,18+,54,0,1,0,0,0,5.4
Pokémon the Movie: Volcanion and the Mechanical Marvel,2016,7+,54,0,1,0,0,0,5.4
The Ultimate Playlist of Noise,2021,18+,54,0,1,0,0,0,5.4
Eating Animals,2018,18+,54,0,1,0,0,0,5.4
Into the Ashes,2019,18+,54,0,1,0,0,0,5.4
This Is Not Berlin,2019,18+,54,0,1,0,0,0,5.4
Just Eat It: A Food Waste Story,2014,18+,54,0,1,0,0,0,5.4
Chasing Trane,2017,18+,54,0,1,0,0,0,5.4
Rabid Dogs,2015,18+,54,0,1,0,0,0,5.4
AWOL,2017,18+,54,0,1,0,0,0,5.4
The Night Watchmen,2017,18+,54,0,1,0,0,0,5.4
Cabin Fever: Patient Zero,2014,18+,54,0,1,0,0,0,5.4
The Year of Spectacular Men,2018,18+,54,0,1,0,0,0,5.4
Pit Stop,2013,18+,54,0,1,1,0,0,5.4
Meeting Gorbachev,2019,18+,54,0,1,0,0,0,5.4
We Die Young,2019,18+,54,0,1,0,0,0,5.4
Killers Anonymous,2019,18+,54,0,1,0,0,0,5.4
Ask Dr. Ruth,2019,18+,54,0,1,0,0,0,5.4
Intersect,2020,18+,53,0,1,0,0,0,5.3
Depraved,2019,18+,53,0,1,0,0,0,5.3
Legends of Oz: Dorothy's Return,2014,7+,53,0,1,0,0,0,5.3
Mary,2019,18+,53,0,1,0,0,0,5.3
Trick,2019,18+,53,0,1,0,0,0,5.3
Bratz,2007,7+,53,0,1,0,0,0,5.3
Taffin,1988,18+,53,0,1,0,0,0,5.3
Passage to Mars,2016,18+,53,0,1,0,0,0,5.3
Soul Survivors,2001,13+,53,0,1,0,0,0,5.3
Lucky Day,2019,18+,53,0,1,0,0,0,5.3
Radioflash,2019,18+,53,0,1,0,0,0,5.3
The Boy Downstairs,2018,13+,53,0,1,0,0,0,5.3
Disappearance at Clifton Hill,2020,18+,53,0,1,0,0,0,5.3
Margaret Atwood: A Word After a Word After a Word Is Power,2019,18+,53,0,1,0,0,0,5.3
The Big Ugly,2020,18+,53,0,1,0,0,0,5.3
The Roads Not Taken,2020,18+,53,0,1,0,0,0,5.3
I Met a Girl,2020,18+,53,0,1,0,0,0,5.3
Mapplethorpe,2018,18+,53,0,1,0,0,0,5.3
Dragonheart: Battle for the Heartfire,2017,13+,53,0,1,0,0,0,5.3
35 and Ticking,2011,18+,53,0,1,0,0,0,5.3
Billie,2020,18+,53,0,1,0,0,0,5.3
69: The Saga of Danny Hernandez,2021,18+,53,0,1,0,0,0,5.3
I Trapped the Devil,2019,18+,53,0,1,0,0,0,5.3
The Escape,2018,18+,53,0,1,0,0,0,5.3
Anchor and Hope,2017,18+,53,0,1,0,0,0,5.3
VHYes,2020,18+,53,0,1,0,0,0,5.3
It Had to Be You,2016,18+,53,0,1,1,0,0,5.3
Ismael's Ghosts,2017,18+,53,0,1,0,0,0,5.3
Ron White: A Little Unprofessional,2012,18+,53,0,1,0,0,0,5.3
Mister America,2019,18+,53,0,1,0,0,0,5.3
I Wish I Knew,2010,18+,52,0,1,0,0,0,5.2
The Housemaid,2016,18+,52,0,1,0,0,0,5.2
Infamous,2020,18+,52,0,1,0,0,0,5.2
Mass Effect: Paragon Lost,2012,7+,52,0,1,0,0,0,5.2
Hellions,2015,18+,52,0,1,0,0,0,5.2
Farewell Amor,2020,18+,52,0,1,0,0,0,5.2
The Evil in Us,2016,18+,52,0,1,0,0,0,5.2
This Mountain Life,2018,7+,52,0,1,0,0,0,5.2
Good Boy,2020,18+,52,0,1,0,0,0,5.2
The Obituary of Tunde Johnson,2019,18+,52,0,1,0,0,0,5.2
James vs. His Future Self,2019,18+,52,0,1,0,0,0,5.2
The Mountain,2019,18+,52,0,1,0,0,0,5.2
The Sound of Silence,2019,18+,52,0,1,0,0,0,5.2
The Hug,2018,13+,52,0,1,0,0,0,5.2
A Crooked Somebody,2018,18+,52,0,1,0,0,0,5.2
I Do... Until I Don't,2017,18+,52,0,1,0,0,0,5.2
Beneath the Darkness,2012,18+,52,0,1,1,0,0,5.2
Gayby,2012,18+,52,0,1,0,0,0,5.2
Toni Morrison: The Pieces I Am,2019,13+,52,0,1,0,0,0,5.2
Backtrace,2018,18+,52,0,1,0,0,0,5.2
Dragon Age: Dawn of the Seeker,2012,18+,52,0,1,0,0,0,5.2
Bucky Larson: Born to Be a Star,2011,18+,52,0,1,0,0,0,5.2
Kusama : Infinity,2018,18+,52,0,1,0,0,0,5.2
Behind You,2020,18+,52,0,1,0,0,0,5.2
Cruise,2018,18+,52,0,1,0,0,0,5.2
Run the Race,2019,7+,52,0,1,0,0,0,5.2
The Resort,2021,18+,52,0,1,0,0,0,5.2
Daphne & Velma,2018,all,52,0,1,0,0,0,5.2
Trespassers,2019,18+,51,0,1,0,0,0,5.1
Frank Serpico,2017,18+,51,0,1,0,0,0,5.1
Dr. Bird's Advice for Sad Poets,2021,18+,51,0,1,0,0,0,5.1
Raise Hell: The Life & Times of Molly Ivins,2019,18+,51,0,1,0,0,0,5.1
Pokémon the Movie: Diancie and the Cocoon of Destruction,2014,7+,51,0,1,0,0,0,5.1
In Search of Greatness,2018,13+,51,0,1,0,0,0,5.1
Wrinkles the Clown,2019,18+,51,0,1,0,0,0,5.1
Mostly Ghostly,2008,7+,51,0,1,0,0,0,5.1
Bad Roomies,2015,18+,51,0,1,0,0,0,5.1
Pooka Lives!,2020,18+,51,0,1,0,0,0,5.1
A Guide to Second Date Sex,2019,18+,51,0,1,0,0,0,5.1
Phobias,2021,18+,51,0,1,0,0,0,5.1
Uncanny Annie,2019,18+,51,0,1,0,0,0,5.1
Feral,2018,18+,51,0,1,0,0,0,5.1
Pandas: The Journey Home,2018,all,51,0,1,0,0,0,5.1
The Brink,2019,18+,51,0,1,0,0,0,5.1
Stars Fell on Alabama,2021,13+,51,0,1,0,0,0,5.1
Nostalgia,2018,18+,51,0,1,0,0,0,5.1
Ms. Purple,2019,18+,51,0,1,1,0,0,5.1
Love After Love,2018,18+,51,0,1,0,0,0,5.1
Red Dog,2019,18+,51,0,1,1,0,0,5.1
The Time of Their Lives,2017,16+,51,0,1,0,0,0,5.1
RoboGeisha,2009,18+,51,0,1,0,0,0,5.1
Citizen Soldier,2016,18+,51,0,1,0,0,0,5.1
Don't Go,2018,18+,51,0,1,0,0,0,5.1
Grace Jones: Bloodlight and Bami,2017,7+,51,0,1,0,0,0,5.1
Crawlers,2020,18+,51,0,1,0,0,0,5.1
Soldiers of Fortune,2012,18+,50,0,1,0,0,0,5.0
Body at Brighton Rock,2019,18+,50,0,1,0,0,0,5.0
The Alchemist Cookbook,2016,18+,50,0,1,0,0,0,5.0
Blurt!,2018,all,50,0,1,0,0,0,5.0
Ballet Now,2018,18+,50,0,1,0,0,0,5.0
Euphoria,2018,18+,50,0,1,1,0,0,5.0
Tru Love,2013,18+,50,0,1,1,0,0,5.0
Pop Aye,2017,18+,50,0,1,0,0,0,5.0
Joyride,1997,18+,50,0,1,0,0,0,5.0
A Christmas Movie Christmas,2019,all,50,0,1,0,0,0,5.0
Ghost Team,2016,13+,50,0,1,0,0,0,5.0
The Flood,2019,18+,50,0,1,0,1,0,5.0
Mostly Ghostly: Have You Met My Ghoulfriend?,2014,7+,50,0,1,0,0,0,5.0
Divide and Conquer: The Story of Roger Ailes,2018,18+,50,0,1,0,0,0,5.0
The Rape of Recy Taylor,2019,18+,50,0,1,0,0,0,5.0
Good Kisser,2019,18+,50,0,1,1,0,0,5.0
Attack of the 50 Foot Cheerleader,2012,18+,50,0,1,1,0,0,5.0
Treading Water,2013,18+,50,0,1,0,0,0,5.0
The Sunlit Night,2020,18+,50,0,1,0,0,0,5.0
Knives and Skin,2019,18+,50,0,1,0,0,0,5.0
Curious George: A Very Monkey Christmas,2009,all,50,0,1,0,0,0,5.0
The Gospel According to André,2018,13+,50,0,1,0,0,0,5.0
Shared Rooms,2016,18+,50,0,1,0,0,0,5.0
Most Likely to Murder,2018,18+,50,0,1,0,0,0,5.0
Bayou Caviar,2018,18+,49,0,1,1,0,0,4.9
T-Rex: Back to the Cretaceous,1998,18+,49,0,1,0,0,0,4.9
Locating Silver Lake,2018,18+,49,0,1,0,0,0,4.9
10.0 Earthquake,2014,7+,49,0,1,1,0,0,4.9
Tyrel,2018,18+,49,0,1,0,0,0,4.9
Madonna and the Breakfast Club,2019,18+,49,0,1,0,0,0,4.9
Lost in Hong Kong,2015,18+,49,0,1,0,0,0,4.9
All About E,2015,18+,49,0,1,0,0,0,4.9
Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,2018,18+,49,0,1,0,0,0,4.9
Gigli,2003,18+,49,0,1,0,0,0,4.9
The Current Occupant,2020,18+,49,0,1,0,0,0,4.9
Bad Therapy,2020,18+,49,0,1,0,0,0,4.9
Ramen Heads,2017,18+,49,0,1,0,0,0,4.9
Hot Air,2018,18+,49,0,1,0,0,0,4.9
Anaconda 3: Offspring,2008,18+,49,0,1,0,0,0,4.9
Cherry Pop,2017,18+,49,0,1,1,0,0,4.9
Savage State,2020,18+,49,0,1,0,0,0,4.9
Shangri-La Suite,2016,16+,49,0,1,0,0,0,4.9
Wings of Courage,1996,all,49,0,1,0,0,0,4.9
Hillbilly,2018,18+,49,0,1,0,0,0,4.9
Pony Express,1953,18+,48,0,1,0,0,0,4.8
Christmas on Holly Lane,2018,7+,48,0,1,0,0,0,4.8
Anacondas: Trail of Blood,2009,18+,48,0,1,0,0,0,4.8
Slay the Dragon,2019,13+,48,0,1,0,0,0,4.8
After Darkness,2019,18+,48,0,1,0,0,0,4.8
Stairs,2020,18+,48,0,1,0,0,0,4.8
Rag Doll,2020,18+,48,0,1,0,0,0,4.8
Supervized,2019,18+,48,0,1,0,0,0,4.8
The Dustwalker,2020,18+,48,0,1,0,0,0,4.8
The Turkey Bowl,2019,16+,48,0,1,0,0,0,4.8
Old Stone,2016,18+,48,0,1,0,0,0,4.8
Dirt Music,2019,13+,48,0,1,0,0,0,4.8
Olympic Dreams Featuring Jonas Brothers,2021,7+,48,0,1,0,0,0,4.8
Another Time,2018,18+,48,0,1,0,0,0,4.8
Racetime,2018,7+,48,0,1,0,0,0,4.8
House of the Dead,2003,18+,48,0,1,0,0,0,4.8
Sex Guaranteed,2017,18+,48,0,1,0,0,0,4.8
Get Big,2017,18+,48,0,1,0,0,0,4.8
The Adventures of Hercules,1985,7+,48,0,1,0,0,0,4.8
Alive and Kicking,2017,18+,48,0,1,0,0,0,4.8
Harvie and the Magic Museum,2017,18+,47,0,1,0,0,0,4.7
Hurley,2019,7+,47,0,1,0,0,0,4.7
Alpha and Omega: The Legend of the Saw Tooth Cave,2014,7+,47,0,1,0,0,0,4.7
Hot Guys with Guns,2013,18+,47,0,1,1,0,0,4.7
The Cookout,2004,13+,47,0,1,0,0,0,4.7
The State of Texas vs. Melissa,2020,18+,47,0,1,0,0,0,4.7
In The Mix,2005,13+,47,0,1,0,0,0,4.7
Swimming for Gold,2020,18+,47,0,1,0,0,0,4.7
Across the Line,2016,18+,47,0,1,1,0,0,4.7
Christmas Perfection,2018,7+,47,0,1,0,0,0,4.7
Her Name Is Chef,2021,18+,47,0,1,0,0,0,4.7
Soldier Boyz,1995,18+,47,0,1,0,0,0,4.7
Naz & Maalik,2015,18+,47,0,1,0,0,0,4.7
Into the Dark: I'm Just F*cking With You,2019,18+,47,0,1,0,0,0,4.7
Dreamcatcher,2021,18+,47,0,1,0,0,0,4.7
Monogamy,2010,18+,47,0,1,0,0,0,4.7
Gorp,1980,18+,47,0,1,0,0,0,4.7
DriverX,2018,18+,47,0,1,0,0,0,4.7
The Complex: Lockdown,2020,18+,47,0,1,0,0,0,4.7
The Standard,2020,18+,47,0,1,0,0,0,4.7
Mostly Ghostly 3: One Night in Doom House,2016,7+,47,0,1,0,0,0,4.7
Telescope,2016,7+,47,0,1,0,0,0,4.7
Pretenders,2019,18+,46,0,1,0,0,0,4.6
Delivered,2020,18+,46,0,1,0,0,0,4.6
Into the Deep,1994,all,46,0,1,0,0,0,4.6
Rattlesnakes,2019,18+,46,0,1,0,0,0,4.6
The Legend of Baron To'a,2020,18+,46,0,1,0,0,0,4.6
The Relationtrip,2017,18+,46,0,1,0,0,0,4.6
The Tall Stranger,1957,18+,46,0,1,0,0,0,4.6
A Man Alone,1955,18+,46,0,1,0,0,0,4.6
Baby Steps,2015,18+,46,0,1,0,0,0,4.6
Awoken,2020,18+,46,0,1,0,0,0,4.6
General Commander,2019,18+,46,0,1,0,0,0,4.6
The Warrior Queen of Jhansi,2019,18+,46,0,1,1,0,0,4.6
Phat Girlz,2006,13+,46,0,1,0,0,0,4.6
Autonomy,2019,7+,46,0,1,0,0,0,4.6
The Quiet One,2019,18+,46,0,1,0,0,0,4.6
The Box,2018,18+,46,0,1,0,0,0,4.6
Modern Persuasion,2020,18+,46,0,1,0,0,0,4.6
Chef Flynn,2018,18+,45,0,1,0,0,0,4.5
Ip Man: Kung Fu Master,2019,18+,45,0,1,0,0,0,4.5
Unbanned: The Legend of AJ1,2018,18+,45,0,1,0,0,0,4.5
Hail Columbia!,1982,18+,45,0,1,0,0,0,4.5
2099: The Soldier Protocol,2019,18+,45,0,1,0,0,0,4.5
Cunningham,2019,7+,45,0,1,0,0,0,4.5
My Valentine,2020,13+,45,0,1,0,0,0,4.5
Wetlands,2017,18+,45,0,1,0,0,0,4.5
The Place of No Words,2019,18+,45,0,1,0,0,0,4.5
Bayala: A Magical Adventure,2019,18+,45,0,1,0,0,0,4.5
In the Radiant City,2016,18+,45,0,1,0,0,0,4.5
More Barney songs,1999,all,45,0,1,0,0,0,4.5
The Cage Fighter,2018,18+,45,0,1,0,0,0,4.5
The Blood Is at the Doorstep,2017,18+,45,0,1,0,0,0,4.5
Sharp Edges,1986,13+,45,0,1,0,0,0,4.5
Changing the Game,2019,18+,44,0,1,0,0,0,4.4
Avenues,2019,18+,44,0,1,0,0,0,4.4
Who Let the Dogs Out,2019,13+,44,0,1,0,0,0,4.4
Get Squirrely,2015,all,44,0,1,0,0,0,4.4
Bratz: Babyz - The Movie,2006,18+,44,0,1,0,0,0,4.4
1 Night In San Diego,2020,18+,44,0,1,0,0,0,4.4
North Korea: Inside The Mind of a Dictator,2021,13+,44,0,1,0,0,0,4.4
The Swing of Things,2020,18+,44,0,1,0,0,0,4.4
The Story of Soaps,2020,18+,44,0,1,0,0,0,4.4
A Haunting on Potter Street: The Potter Street Station,2012,7+,44,0,1,0,0,0,4.4
Dr. Seuss' The Grinch Musical,2020,18+,44,0,1,0,0,0,4.4
The Archer,2017,18+,44,0,1,1,0,0,4.4
Midnight Kiss,2019,18+,44,0,1,0,0,0,4.4
Savage Youth,2018,18+,44,0,1,0,0,0,4.4
How to Fake a War,2020,18+,44,0,1,0,0,0,4.4
Safer at Home,2021,18+,44,0,1,0,0,0,4.4
Breakup at a Wedding,2013,13+,44,0,1,0,0,0,4.4
Daffodils,2019,18+,44,0,1,0,0,0,4.4
Meet Me in Montenegro,2015,18+,44,0,1,0,0,0,4.4
Danger Close,2017,16+,44,0,1,0,0,0,4.4
"Soul on Ice: Past, Present and Future",2017,16+,43,0,1,0,0,0,4.3
The Dark Side of The Sun,2017,7+,43,0,1,0,0,0,4.3
My Little Pony: A Very Minty Christmas,2005,all,43,0,1,0,0,0,4.3
D.L. Hughley: Reset,2012,18+,43,0,1,1,0,0,4.3
Braking for Whales,2019,18+,43,0,1,0,0,0,4.3
Endless,2020,18+,43,0,1,0,0,0,4.3
12 Pups of Christmas,2019,7+,43,0,1,1,0,0,4.3
The Landing,2017,18+,43,0,1,0,0,0,4.3
Here Awhile,2019,18+,43,0,1,0,0,0,4.3
Paws P.I.,2018,7+,43,0,1,0,0,0,4.3
Fafner in the Azure: Dead Aggressor - Heaven and Earth,2010,16+,43,0,1,0,0,0,4.3
Vic the Viking and the Magic Sword,2019,18+,43,0,1,0,0,0,4.3
Boonie Bears: The Big Shrink,2018,7+,43,0,1,0,0,0,4.3
Own The Sky,2019,18+,43,0,1,0,0,0,4.3
Destiny in Space,1994,18+,43,0,1,0,0,0,4.3
Next Level,2019,18+,43,0,1,1,0,0,4.3
My Little Pony: Twinkle Wish Adventure,2009,all,43,0,1,0,0,0,4.3
5 Years Apart,2019,18+,43,0,1,0,0,0,4.3
Cannabis Evolution,2019,18+,42,0,1,0,0,0,4.2
Christmas Crush,2019,18+,42,0,1,1,0,0,4.2
Sister Aimee,2019,18+,42,0,1,0,0,0,4.2
Deep in Vogue,2019,18+,42,0,1,0,0,0,4.2
Amy Winehouse - A Last Goodbye,2011,18+,42,0,1,0,0,0,4.2
Naughty Books,2020,18+,42,0,1,0,0,0,4.2
Bernie the Dolphin 2,2019,all,42,0,1,0,0,0,4.2
9/11: 15 years later,2016,18+,41,0,1,0,0,0,4.1
GameStopped,2021,18+,41,0,1,0,0,0,4.1
The Man Who Used to Be Me,2000,18+,41,0,1,0,0,0,4.1
Women & Sometimes Men,2017,16+,41,0,1,0,0,0,4.1
Hard Romanticker,2011,13+,41,0,1,1,0,0,4.1
Hunt for the Skinwalker,2018,18+,41,0,1,0,0,0,4.1
The Secret of Life on Earth,1993,all,41,0,1,0,0,0,4.1
Curious George: Royal Monkey,2019,all,41,0,1,0,0,0,4.1
Catching Faith,2015,18+,41,0,1,1,0,0,4.1
Thomas & Friends: Songs from the Station,2005,all,41,0,1,0,0,0,4.1
Drag Kids,2019,18+,41,0,1,0,0,0,4.1
I Am Alone,2015,18+,40,0,1,0,0,0,4.0
After Parkland,2019,18+,40,0,1,0,0,0,4.0
Boomtown,2017,18+,40,0,1,0,0,0,4.0
Carrion,2020,18+,39,0,1,0,0,0,3.9
Robo-Dog,2015,18+,39,0,1,0,0,0,3.9
Playin' for Love,2015,18+,39,0,1,0,0,0,3.9
Where We Go from Here,2019,18+,39,0,1,0,0,0,3.9
This One's for the Ladies,2018,18+,39,0,1,0,0,0,3.9
Zoo-Head,2019,18+,39,0,1,0,0,0,3.9
A Christmas Hero,2020,18+,39,0,1,0,0,0,3.9
The Assault,2017,18+,38,0,1,0,0,0,3.8
Constructing Albert,2017,18+,38,0,1,0,0,0,3.8
Life Without Basketball,2018,7+,38,0,1,0,0,0,3.8
Miss Snake Charmer,2018,18+,38,0,1,0,0,0,3.8
Horses: The Story of Equus,2002,18+,38,0,1,0,0,0,3.8
Treehouse,2014,18+,38,0,1,0,0,0,3.8
24 Hour Love,2013,18+,37,0,1,0,0,0,3.7
"New Year, New You",2017,18+,37,0,1,0,0,0,3.7
Gary Owen: I Agree With Myself,2015,18+,35,0,1,0,0,0,3.5
Barney's Night Before Christmas,1999,all,35,0,1,0,0,0,3.5
The Clintons: An American Odyssey,2012,18+,35,0,1,0,0,0,3.5
Oddbods: Party Monsters,2018,18+,33,0,1,0,0,0,3.3
Man-Eating Python,2017,16+,31,0,1,0,0,0,3.1
Michael Smerconish: Things I Wish I Knew Before I Started Talking,2020,18+,20,0,1,0,0,0,2.0
Alien Contact,2020,18+,15,0,1,0,0,0,1.5
Legend of Heroes: Trails in the Sky,2011,13+,15,0,1,0,0,0,1.5
The Confessions,2017,18+,13,0,1,1,0,0,1.3
Comrades & Cash: How Money Found Its Way Through the Iron Curtain,2014,18+,12,0,1,0,0,0,1.2
Fight Club,1999,18+,93,0,0,1,0,0,9.3
Tumbbad,2018,18+,93,0,0,1,0,0,9.3
Gully Boy,2019,18+,91,0,0,1,0,0,9.1
Chak De! India,2007,7+,90,0,0,1,0,0,9.0
Honey Boy,2019,18+,89,0,0,1,0,0,8.9
The Report,2019,18+,89,0,0,1,0,0,8.9
Alien,1979,18+,88,0,0,1,0,0,8.8
Borat Subsequent Moviefilm,2020,18+,88,0,0,1,0,0,8.8
Raazi,2018,18+,88,0,0,1,0,0,8.8
Snatch,2000,18+,87,0,0,1,0,0,8.7
Beautiful Boy,2018,18+,87,0,0,1,0,0,8.7
One Night in Miami...,2021,18+,86,0,0,1,0,0,8.6
Mahanati,2018,7+,86,0,0,1,0,0,8.6
Knives Out,2019,13+,85,0,0,1,0,0,8.5
Rear Window,1954,7+,85,0,0,1,0,0,8.5
Brittany Runs a Marathon,2019,18+,85,0,0,1,0,0,8.5
Invisible Life,2019,18+,85,0,0,1,0,0,8.5
Vertigo,1958,7+,84,0,0,1,0,0,8.4
One Child Nation,2019,18+,84,0,0,1,0,0,8.4
It's a Wonderful Life,1946,7+,84,0,0,1,0,0,8.4
Late Night,2019,18+,84,0,0,1,0,0,8.4
E.T. the Extra-Terrestrial,1982,7+,83,0,0,1,0,0,8.3
Sultan,2016,18+,83,0,0,1,0,0,8.3
Midnight in Paris,2011,13+,82,0,0,1,0,0,8.2
The Boondock Saints,1999,18+,82,0,0,1,0,0,8.2
Gaslight,1940,18+,82,0,0,1,0,0,8.2
"I, Robot",2004,13+,82,0,0,1,0,0,8.2
Blow the Man Down,2019,18+,82,0,0,1,0,0,8.2
Thappad,2020,18+,82,0,0,1,0,0,8.2
Unbreakable,2000,13+,82,0,0,1,0,0,8.2
Titli,2015,18+,81,0,0,1,0,0,8.1
The Handmaiden,2016,18+,81,0,0,1,0,0,8.1
Dodsworth,1936,18+,81,0,0,1,0,0,8.1
The Wrestler,2008,18+,81,0,0,1,0,0,8.1
The Tomorrow War,2021,13+,81,0,0,1,0,0,8.1
Manchester by the Sea,2016,18+,81,0,0,1,0,0,8.1
Sunset Boulevard,1950,7+,81,0,0,1,0,0,8.1
Hotel Rwanda,2004,13+,80,0,0,1,0,0,8.0
Fan,2016,18+,80,0,0,1,0,0,8.0
Scent of a Woman,1992,18+,80,0,0,1,0,0,8.0
Burn Notice: The Fall of Sam Axe,2011,7+,80,0,0,1,0,0,8.0
Midsommar,2019,18+,80,0,0,1,0,0,8.0
Sound of Metal,2020,18+,80,0,0,1,0,0,8.0
The Lighthouse,2019,18+,80,0,0,1,0,0,8.0
The Elephant Man,1980,7+,80,0,0,1,0,0,8.0
Tropic Thunder,2008,18+,80,0,0,1,0,0,8.0
Philadelphia,1993,13+,79,0,0,1,0,0,7.9
Adaptation.,2002,18+,79,0,0,1,0,0,7.9
A.I. Artificial Intelligence,2001,13+,79,0,0,1,0,0,7.9
Rab Ne Bana Di Jodi,2008,7+,79,0,0,1,0,0,7.9
Dum Laga Ke Haisha,2015,18+,79,0,0,1,0,0,7.9
The Big Sick,2017,18+,79,0,0,1,0,0,7.9
Rocket Singh: Salesman of the Year,2009,13+,79,0,0,1,0,0,7.9
On the Waterfront,1954,7+,79,0,0,1,0,0,7.9
The Abyss,1989,13+,79,0,0,1,0,0,7.9
Ran,1985,18+,79,0,0,1,0,0,7.9
Awakenings,1990,13+,79,0,0,1,0,0,7.9
Burn After Reading,2008,16+,78,0,0,1,0,0,7.8
Sylvie's Love,2020,13+,78,0,0,1,0,0,7.8
Perfume: The Story of a Murderer,2006,18+,78,0,0,1,0,0,7.8
Hellboy,2004,13+,78,0,0,1,0,0,7.8
Master and Commander: The Far Side of the World,2003,13+,78,0,0,1,0,0,7.8
The Descent,2006,18+,78,0,0,1,0,0,7.8
The Ghazi Attack,2017,7+,77,0,0,1,0,0,7.7
Patton,1970,7+,77,0,0,1,0,0,7.7
"Love, Rosie",2014,18+,77,0,0,1,0,0,7.7
Jean-Michel Basquiat: The Radiant Child,2010,18+,77,0,0,1,0,0,7.7
The Last King of Scotland,2006,18+,77,0,0,1,0,0,7.7
Roman Holiday,1953,all,77,0,0,1,0,0,7.7
Only Lovers Left Alive,2013,18+,77,0,0,1,0,0,7.7
Resident Evil,2002,18+,77,0,0,1,0,0,7.7
The French Connection,1971,18+,77,0,0,1,0,0,7.7
The Boys of St. Vincent,1992,18+,77,0,0,1,0,0,7.7
Inside Llewyn Davis,2013,18+,77,0,0,1,0,0,7.7
WarGames,1983,7+,76,0,0,1,0,0,7.6
My Spy,2020,13+,76,0,0,1,0,0,7.6
DodgeBall: A True Underdog Story,2004,13+,76,0,0,1,0,0,7.6
An American Werewolf in London,1981,18+,76,0,0,1,0,0,7.6
Dilwale Dulhania Le Jayenge,1995,all,76,0,0,1,0,0,7.6
Clue,1985,7+,76,0,0,1,0,0,7.6
Dear Zachary: A Letter to a Son About His Father,2008,18+,76,0,0,1,0,0,7.6
Incident at Oglala,1992,7+,76,0,0,1,0,0,7.6
Crimson Tide,1995,18+,76,0,0,1,0,0,7.6
Highlander,1986,18+,76,0,0,1,0,0,7.6
Chicken Run,2000,all,76,0,0,1,0,0,7.6
The Farewell,2019,7+,76,0,0,1,0,0,7.6
"Tomorrow, When the War Began",2010,18+,76,0,0,1,0,0,7.6
Trilogy of Terror,1975,18+,76,0,0,1,0,0,7.6
Charade,1963,13+,75,0,0,1,0,0,7.5
7500,2019,18+,75,0,0,1,0,0,7.5
The Fisher King,1991,18+,75,0,0,1,0,0,7.5
High Noon,1952,7+,75,0,0,1,0,0,7.5
Phone Booth,2002,18+,75,0,0,1,0,0,7.5
King Lear,2018,16+,75,0,0,1,0,0,7.5
