Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,IMDb
Sleepless Society: Bedtime Wishes,2019,16+,16,1,0,0,0,1,1.6
The Governor,2016,16+,14,1,0,0,0,1,1.4
Dance & Sing with True,2018,16+,14,1,0,0,0,1,1.4
Sin Ellas No Hay Paraíso,2013,16+,14,1,0,0,0,1,1.4
True: Magical Friends,2018,16+,14,1,0,0,0,1,1.4
The Princess Weiyoung - 锦绣未央,2016,16+,14,1,0,0,0,1,1.4
DreamWorks Spooky Stories Volume 2,2011,16+,14,1,0,0,0,1,1.4
The Family Court,2010,16+,14,1,0,0,0,1,1.4
Million Yen Women,2017,16+,14,1,0,0,0,1,1.4
Argon,2017,16+,14,1,0,0,0,1,1.4
The Golden Path,2012,16+,13,1,0,0,0,1,1.3
Road to Victory,2001,16+,13,1,0,0,0,1,1.3
My Little Baby,2016,16+,13,1,0,0,0,1,1.3
Ordinary Heroes,2013,16+,13,1,0,0,0,1,1.3
Bal Ganesh,2012,16+,13,1,0,0,0,1,1.3
Cinta Si Wedding Planner,2015,16+,13,1,0,0,0,1,1.3
Together,2009,16+,13,1,0,0,0,1,1.3
Sons of the Caliphate,2016,16+,13,1,0,0,0,1,1.3
Paul Hollywood's Big Continental Road Trip,2017,16+,13,1,0,0,0,1,1.3
The Confrontation,2018,16+,10,1,0,0,0,1,1.0
Dhia Sofea,2014,16+,10,1,0,0,0,1,1.0
K-Pop Extreme Survival,2012,16+,10,1,0,0,0,1,1.0
Be with Me,2015,16+,10,1,0,0,0,1,1.0
Rick and Morty,2013,18+,10,0,1,0,0,1,9.2
Seinfeld,1989,16+,93,0,1,0,0,1,8.8
Vikings,2013,18+,92,0,1,1,0,1,8.5
Fargo,2014,18+,92,0,1,0,0,1,8.9
Brooklyn Nine-Nine,2013,16+,92,0,1,0,0,1,8.4
Lost,2004,16+,91,0,1,0,0,1,8.3
Parks and Recreation,2009,16+,91,0,1,0,0,1,8.6
The Simpsons,1989,7+,91,0,1,0,1,1,8.6
It's Always Sunny in Philadelphia,2005,18+,90,0,1,0,0,1,8.8
Firefly,2002,16+,90,0,1,0,0,1,9.0
My Hero Academia,2016,16+,90,0,1,0,0,1,8.4
How I Met Your Mother,2005,16+,90,0,1,1,0,1,8.3
Modern Family,2009,7+,90,0,1,0,0,1,8.4
The Handmaid's Tale,2017,18+,90,0,1,0,0,1,8.4
Twin Peaks,1990,18+,89,0,1,0,0,1,8.8
Homeland,2011,18+,89,0,1,0,0,1,8.3
Gravity Falls,2012,7+,88,0,1,0,1,1,8.9
Futurama,1999,16+,88,0,1,0,0,1,8.4
Sons of Anarchy,2008,18+,88,0,1,0,0,1,8.5
The X-Files,1993,18+,87,0,1,0,0,1,8.6
Line of Duty,2012,18+,87,0,1,1,0,1,8.7
Justified,2010,18+,87,0,1,0,0,1,8.6
This Is Us,2016,16+,87,0,1,1,0,1,8.7
Freaks and Geeks,1999,16+,87,0,1,0,0,1,8.7
Prison Break,2005,16+,87,0,1,1,0,1,8.3
Scrubs,2001,16+,87,0,1,1,0,1,8.3
What We Do in the Shadows,2019,18+,87,0,1,0,0,1,8.5
Archer,2009,18+,86,0,1,0,0,1,8.6
Killing Eve,2018,16+,86,0,1,0,0,1,8.2
Adventure Time,2010,7+,86,0,1,0,0,1,8.6
24,2001,16+,86,0,1,0,0,1,8.3
The Twilight Zone,1959,7+,86,0,1,0,0,1,9.0
Buffy the Vampire Slayer,1997,16+,86,0,1,1,0,1,8.2
White Collar,2009,7+,85,0,1,0,0,1,8.2
Teen Wolf,2011,16+,85,0,1,1,0,1,7.6
The Shield,2002,18+,85,0,1,0,0,1,8.7
Bob's Burgers,2011,16+,85,0,1,0,0,1,8.1
30 Rock,2006,16+,84,0,1,1,0,1,8.2
Legion,2017,18+,84,0,1,0,0,1,8.2
Atlanta,2016,18+,84,0,1,0,0,1,8.6
The Office,2001,16+,84,0,1,1,0,1,8.5
Frasier,1993,7+,83,0,1,0,0,1,8.1
Pretty Little Liars,2010,16+,83,0,1,0,0,1,7.4
Mr Inbetween,2018,18+,83,0,1,0,0,1,8.6
Friday Night Lights,2006,7+,83,0,1,1,0,1,8.6
Taboo,2017,18+,83,0,1,0,0,1,8.4
Pride and Prejudice,1995,all,83,0,1,0,0,1,8.8
Normal People,2020,16+,83,0,1,0,0,1,8.5
Black Sails,2014,18+,83,0,1,0,0,1,8.2
Elementary,2012,16+,83,0,1,0,0,1,7.9
Veronica Mars,2004,16+,83,0,1,0,0,1,8.3
11.22.63,2016,18+,83,0,1,0,0,1,8.2
Nathan For You,2013,16+,82,0,1,0,0,1,8.9
Mr. Bean,1990,all,82,0,1,1,0,1,8.5
Bones,2005,16+,82,0,1,1,0,1,7.8
The Killing,2011,18+,82,0,1,0,0,1,8.2
Naruto Shippūden,2007,7+,82,0,1,0,0,1,8.6
Burn Notice,2007,7+,82,0,1,1,0,1,7.9
Steins;Gate,2011,16+,82,0,1,0,0,1,8.8
Cosmos,2014,all,82,0,1,1,1,1,9.3
Family Guy,1999,16+,82,0,1,0,0,1,8.1
Cheers,1982,7+,82,0,1,1,0,1,7.9
DAVE,2020,18+,82,0,1,0,0,1,8.3
Misfits,2009,18+,81,0,1,0,0,1,8.2
Peep Show,2003,18+,81,0,1,1,0,1,8.6
Criminal Minds,2005,16+,81,0,1,0,0,1,8.0
Superstore,2015,16+,81,0,1,0,0,1,7.8
Lie to Me,2009,16+,81,0,1,0,0,1,8.0
The Orville,2017,16+,80,0,1,0,0,1,8.0
Preacher,2016,18+,80,0,1,1,0,1,8.0
12 Monkeys,2015,16+,80,0,1,0,0,1,7.7
Dirk Gently's Holistic Detective Agency,2016,16+,80,0,1,0,0,1,8.3
Smallville,2001,7+,80,0,1,0,0,1,7.5
RuPaul's Drag Race,2009,16+,80,0,1,0,0,1,8.4
Fear the Walking Dead,2015,18+,80,0,1,0,0,1,6.9
"Love, Victor",2020,16+,80,0,1,0,0,1,8.1
Cowboy Bebop,1998,16+,80,0,1,0,0,1,8.9
Blue Bloods,2010,16+,80,0,1,0,0,1,7.6
Inside No. 9,2014,18+,80,0,1,0,0,1,8.5
Parenthood,2010,7+,79,0,1,0,0,1,8.2
Desperate Housewives,2004,7+,79,0,1,0,0,1,7.5
Broad City,2014,18+,79,0,1,0,0,1,8.4
Boston Legal,2004,16+,79,0,1,0,0,1,8.4
Revenge,2011,18+,79,0,1,0,0,1,7.8
Samurai Champloo,2004,18+,79,0,1,0,0,1,8.5
Workaholics,2011,16+,79,0,1,1,0,1,8.1
The Act,2019,18+,79,0,1,0,0,1,8.0
The Fosters,2013,16+,79,0,1,1,0,1,7.9
Younger,2015,16+,79,0,1,0,0,1,7.8
The Good Doctor,2017,16+,79,0,1,0,0,1,8.1
Terminator: The Sarah Connor Chronicles,2008,7+,79,0,1,0,0,1,7.7
Angel,1999,7+,79,0,1,1,0,1,7.9
09-01-2001,2018,16+,79,0,1,0,0,1,7.8
Snowfall,2017,18+,78,0,1,0,0,1,8.2
The Venture Bros.,2004,18+,78,0,1,0,0,1,8.5
The Strain,2014,18+,78,0,1,0,0,1,7.3
The Terror,2018,18+,78,0,1,1,0,1,7.9
Zoey's Extraordinary Playlist,2020,16+,78,0,1,0,0,1,8.1
The League,2009,18+,78,0,1,0,0,1,8.2
Key & Peele,2012,18+,78,0,1,0,0,1,8.3
Malcolm in the Middle,2000,7+,78,0,1,0,0,1,8.0
Dollhouse,2009,16+,78,0,1,0,0,1,7.7
This Way Up,2019,16+,78,0,1,0,0,1,7.8
The Great,2020,18+,78,0,1,0,0,1,8.1
My Name Is Earl,2005,16+,78,0,1,0,0,1,7.7
Scandal,2012,16+,78,0,1,0,0,1,7.7
Motherland: Fort Salem,2020,16+,78,0,1,0,0,1,7.2
Awkward.,2011,16+,78,0,1,0,0,1,7.5
Raising Hope,2010,16+,78,0,1,0,0,1,8.0
Law & Order: Special Victims Unit,1999,16+,78,0,1,0,0,1,8.0
Castle Rock,2018,18+,77,0,1,0,0,1,7.6
The Last Ship,2014,16+,77,0,1,0,0,1,7.5
Cruel Summer,2021,16+,77,0,1,1,0,1,7.5
Chicago Fire,2012,16+,77,0,1,0,0,1,8.0
Better Off Ted,2009,7+,77,0,1,0,0,1,8.2
Prodigal Son,2019,16+,77,0,1,0,0,1,7.7
Timeless,2016,7+,77,0,1,0,0,1,7.7
Devs,2020,18+,77,0,1,0,0,1,7.7
You're the Worst,2014,18+,77,0,1,0,0,1,8.1
Elfen Lied,2004,18+,77,0,1,1,0,1,8.0
Please Like Me,2013,18+,77,0,1,0,0,1,8.5
Lethal Weapon,2016,16+,77,0,1,0,0,1,7.9
The Last Man on Earth,2015,16+,77,0,1,0,0,1,7.3
TRIGUN,1998,16+,77,0,1,0,0,1,8.3
My So-Called Life,1994,16+,76,0,1,0,0,1,8.3
Little Fires Everywhere,2020,18+,76,0,1,0,0,1,7.7
The Librarians,2014,16+,76,0,1,0,0,1,7.3
In the Flesh,2013,18+,76,0,1,0,0,1,8.0
The Exorcist,2016,16+,76,0,1,0,0,1,8.0
American Dad!,2005,16+,76,0,1,0,0,1,7.3
Ramy,2019,18+,76,0,1,0,0,1,8.1
Chicago P.D.,2014,16+,76,0,1,0,0,1,8.1
Stargate Atlantis,2004,7+,76,0,1,1,0,1,8.1
Marvel's Runaways,2017,16+,76,0,1,0,1,1,7.0
Rescue Me,2004,18+,76,0,1,0,0,1,8.3
Shadowhunters,2016,16+,76,0,1,0,0,1,6.6
Everybody Hates Chris,2005,7+,76,0,1,0,0,1,7.4
Stargate Universe,2009,16+,76,0,1,0,0,1,7.6
PEN15,2019,18+,76,0,1,0,0,1,8.0
My Mad Fat Diary,2013,16+,76,0,1,0,0,1,8.4
RuPaul's Drag Race All Stars,2012,16+,76,0,1,0,0,1,8.5
The Gifted,2017,16+,75,0,1,0,0,1,7.3
Future Man,2017,18+,75,0,1,0,0,1,7.7
Prime Suspect,1991,18+,75,0,1,0,0,1,8.4
Better Things,2016,18+,75,0,1,0,0,1,7.8
Sleepy Hollow,2013,16+,75,0,1,0,0,1,7.4
Regular Show,2010,7+,75,0,1,0,0,1,8.4
M*A*S*H,1972,7+,75,0,1,0,0,1,8.4
Top of the Lake,2013,18+,75,0,1,0,0,1,7.5
Switched at Birth,2011,16+,75,0,1,0,0,1,7.7
Wayward Pines,2015,16+,75,0,1,0,0,1,7.4
Saturday Night Live,1975,16+,75,0,1,0,0,1,8.0
Staged,2020,16+,75,0,1,0,0,1,8.6
Dragon Ball Super,2015,7+,75,0,1,0,0,1,8.4
Fresh Off the Boat,2015,7+,75,0,1,0,0,1,7.8
The Mighty Boosh,2004,16+,75,0,1,0,0,1,8.3
Cardinal,2017,18+,74,0,1,0,0,1,7.7
Absolutely Fabulous,1992,16+,74,0,1,0,0,1,8.1
Letterkenny,2016,18+,74,0,1,0,0,1,8.6
Scream Queens,2015,16+,74,0,1,0,0,1,7.1
Wilfred,2011,18+,74,0,1,0,0,1,7.8
Deutschland,2015,18+,74,0,1,0,0,1,8.1
Empire,2015,16+,74,0,1,0,0,1,7.4
Brockmire,2017,18+,74,0,1,0,0,1,8.0
The Unit,2006,16+,74,0,1,0,0,1,8.1
Genius,2017,16+,74,1,1,1,1,1,8.3
Mayans M.C.,2018,18+,74,0,1,0,0,1,7.6
black-ish,2014,16+,74,0,1,0,0,1,7.1
CSI: Crime Scene Investigation,2000,16+,74,0,1,0,0,1,7.6
Tokyo Ghoul,2014,16+,74,0,1,0,0,1,7.8
MythBusters,2003,7+,74,0,1,0,0,1,8.3
Don't Trust the B---- in Apartment 23,2012,16+,74,0,1,0,0,1,7.3
Sailor Moon,1992,16+,74,0,1,0,0,1,7.8
One Tree Hill,2003,16+,74,0,1,0,0,1,7.7
Nip/Tuck,2003,18+,74,0,1,0,0,1,7.6
Looking for Alaska,2019,18+,74,0,1,0,0,1,8.1
New Amsterdam,2018,16+,74,0,1,0,0,1,8.1
The Golden Girls,1985,7+,74,0,1,0,0,1,8.0
Cougar Town,2009,7+,73,0,1,1,0,1,7.0
The Purge,2018,18+,73,0,1,0,0,1,6.5
Catch-22,2019,18+,73,0,1,1,0,1,7.8
The Rookie,2018,16+,73,0,1,0,1,1,8.0
Married... with Children,1987,7+,73,0,1,0,0,1,8.0
The Looming Tower,2018,18+,73,0,1,0,0,1,8.0
Blindspot,2015,16+,73,0,1,0,0,1,7.4
Steven Universe,2013,7+,73,0,1,0,0,1,8.2
Nashville,2012,7+,73,0,1,0,0,1,7.7
Salem,2014,18+,73,0,1,0,0,1,7.2
The Mindy Project,2012,7+,73,0,1,0,0,1,7.4
Mrs. America,2020,18+,73,0,1,0,0,1,7.9
The Middle,2009,7+,73,0,1,0,0,1,7.6
Roseanne,1988,7+,73,0,1,1,0,1,7.0
Black Clover,2017,16+,73,0,1,0,0,1,8.3
Witches of East End,2013,16+,73,0,1,0,0,1,7.6
Whitechapel,2009,7+,73,0,1,0,0,1,7.9
Stumptown,2019,16+,73,0,1,0,0,1,7.5
I Love Lucy,1951,all,72,0,1,0,0,1,8.4
Harlots,2017,18+,72,0,1,0,0,1,7.7
UnREAL,2015,16+,72,0,1,0,0,1,7.8
The Wonder Years,1988,7+,72,0,1,0,0,1,8.3
Graceland,2013,16+,72,0,1,0,0,1,7.7
Anthony Bourdain: No Reservations,2005,7+,72,0,1,0,0,1,8.5
Ugly Betty,2006,7+,72,0,1,0,0,1,6.5
Marvel's Cloak & Dagger,2018,16+,72,0,1,0,0,1,6.7
The Bold Type,2017,16+,72,0,1,0,0,1,7.9
The Resident,2018,16+,72,0,1,1,0,1,7.7
Dragon Ball,1996,16+,72,0,1,0,0,1,8.5
The Goldbergs,2013,7+,72,0,1,0,0,1,8.1
Terriers,2010,18+,72,0,1,0,0,1,8.4
American Horror Stories,2021,18+,72,0,1,0,0,1,6.5
ER,1994,16+,72,0,1,0,0,1,7.7
Fairy Tail,2009,16+,72,0,1,0,0,1,8.0
Bunheads,2012,16+,72,0,1,0,0,1,7.6
High Fidelity,2020,18+,72,0,1,0,0,1,7.7
Horace and Pete,2016,18+,72,0,1,0,0,1,8.5
The Amazing World of Gumball,2011,7+,71,0,1,0,0,1,8.2
Blackadder,1983,7+,71,0,1,1,0,1,8.0
Hell's Kitchen,2005,16+,71,0,1,1,0,1,7.1
Robot Chicken,2005,18+,71,0,1,0,0,1,7.7
People of Earth,2016,18+,71,0,1,0,0,1,7.7
Boruto: Naruto Next Generations,2017,16+,71,0,1,0,0,1,7.0
The Musketeers,2014,16+,71,0,1,0,0,1,7.8
Sesame Street,1969,all,71,0,1,1,0,1,8.1
Shrill,2019,18+,71,0,1,0,0,1,7.4
LEGO Masters,2020,7+,71,0,1,0,0,1,7.4
Good Behavior,2016,18+,71,0,1,0,0,1,8.1
Murdoch Mysteries,2008,7+,71,0,1,0,0,1,8.1
Full House,1987,all,71,0,1,0,0,1,6.7
Mom,2013,16+,71,1,1,0,0,1,7.2
Will & Grace,1998,16+,71,0,1,0,0,1,7.2
King of the Hill,1997,7+,71,0,1,0,0,1,7.3
Doc Martin,2004,7+,71,0,1,0,0,1,8.3
Impractical Jokers,2011,16+,71,0,1,0,0,1,8.6
Debris,2021,16+,71,0,1,0,0,1,6.5
Solar Opposites,2020,18+,70,0,1,0,0,1,8.0
Trust,2018,18+,70,0,1,0,0,1,7.6
SIX,2017,18+,70,0,1,0,0,1,7.3
Last Man Standing,2011,7+,70,0,1,0,0,1,7.5
Body of Proof,2011,16+,70,0,1,0,0,1,7.1
The Hitchhiker's Guide to the Galaxy,1981,7+,70,0,1,1,0,1,8.0
Afro Samurai,2007,18+,70,0,1,0,0,1,7.7
S.W.A.T.,2017,16+,70,0,1,0,0,1,7.0
A Million Little Things,2018,16+,70,0,1,0,0,1,7.9
For Life,2020,16+,70,0,1,0,0,1,7.6
Battlestar Galactica,1978,7+,70,0,1,0,0,1,7.2
Alfred Hitchcock Presents,1955,16+,70,0,1,0,0,1,8.5
Flashpoint,2008,16+,70,0,1,1,0,1,7.7
The Detour,2016,18+,70,0,1,0,0,1,7.7
Greek,2007,16+,70,0,1,0,0,1,7.5
Casual,2015,18+,70,0,1,0,0,1,7.5
Mary Kills People,2017,18+,70,0,1,0,0,1,7.5
Mushi-Shi,2005,16+,70,0,1,1,0,1,8.5
Baskets,2016,18+,70,0,1,0,0,1,7.6
Touch,2012,16+,70,0,1,1,0,1,7.3
Rurouni Kenshin,1996,16+,70,0,1,1,0,1,8.5
Big Sky,2020,16+,70,0,1,1,0,1,6.7
The Wrong Mans,2013,18+,70,0,1,0,0,1,7.8
Chance,2016,18+,69,0,1,0,0,1,7.7
The Split,2018,18+,69,0,1,0,0,1,7.7
Make It or Break It,2009,16+,69,0,1,0,0,1,7.5
Das Boot,2018,18+,69,0,1,0,0,1,7.4
Legit,2013,18+,69,0,1,0,0,1,8.2
Breeders,2020,18+,69,0,1,0,0,1,7.4
Queen Sugar,2016,16+,69,0,1,0,0,1,7.6
Drake & Josh,2004,all,69,0,1,0,0,1,7.7
MasterChef,2010,16+,69,0,1,0,0,1,7.3
Young Rock,2021,16+,69,0,1,0,0,1,7.1
The Eric Andre Show,2012,18+,69,0,1,0,0,1,8.6
Animaniacs,1993,all,69,0,1,0,0,1,7.9
Man Seeking Woman,2015,18+,69,0,1,0,0,1,7.8
Pretty Little Liars: The Perfectionists,2019,16+,69,0,1,0,0,1,7.0
Yu Yu Hakusho,1992,16+,69,0,1,0,0,1,8.4
Brassic,2019,16+,69,0,1,0,0,1,8.3
Lodge 49,2018,16+,69,0,1,0,0,1,7.7
I Am the Night,2019,18+,69,0,1,0,0,1,7.0
Hey Arnold!,1996,all,69,0,1,0,0,1,7.6
NOS4A2,2019,16+,69,0,1,0,0,1,6.7
The Glades,2010,16+,69,0,1,0,0,1,7.4
The Bridge,2013,18+,69,1,1,0,0,1,7.6
Underground,2016,18+,69,0,1,1,0,1,7.8
A Teacher,2020,18+,69,0,1,0,0,1,6.9
Danny Phantom,2004,7+,69,0,1,0,0,1,7.1
Sliders,1995,7+,69,0,1,0,0,1,7.4
30 for 30,2009,7+,69,0,1,0,0,1,8.8
Life in Pieces,2015,16+,69,0,1,1,0,1,8.0
The Amazing Race,2001,7+,68,0,1,1,0,1,7.6
Pitch,2016,16+,68,0,1,0,0,1,7.4
Numb3rs,2005,7+,68,0,1,0,0,1,6.9
Roswell,1999,16+,68,0,1,0,0,1,7.5
Tyrant,2014,18+,68,0,1,0,0,1,7.8
Legends,2014,16+,68,0,1,0,0,1,7.5
Angie Tribeca,2016,16+,68,0,1,0,0,1,7.0
FLCL,2000,18+,68,0,1,0,0,1,8.2
Rugrats,1991,all,68,0,1,0,0,1,7.4
Fosse/Verdon,2019,18+,68,0,1,0,0,1,7.9
Assassination Classroom,2015,16+,68,0,1,0,0,1,8.0
Top Chef,2006,16+,68,0,1,0,0,1,7.6
Ghost Whisperer,2005,7+,68,0,1,1,0,1,6.4
Darker than Black,2007,16+,68,0,1,1,0,1,7.7
Kaguya-sama: Love is War,2019,16+,68,0,1,0,0,1,8.4
Ally McBeal,1997,16+,68,0,1,0,0,1,6.8
Everything's Gonna Be Okay,2020,16+,68,0,1,0,0,1,7.3
Psycho-Pass,2012,18+,68,0,1,1,0,1,8.2
The Powerpuff Girls,1998,7+,68,0,1,0,0,1,7.3
"Beverly Hills, 90210",1990,16+,68,0,1,0,0,1,6.4
"McCartney 3,2,1",2021,16+,68,0,1,0,0,1,9.0
Friday Night Dinner,2011,18+,68,0,1,0,0,1,8.1
Wu-Tang: An American Saga,2019,18+,68,0,1,0,0,1,8.2
Hellsing Ultimate,2006,18+,68,0,1,0,0,1,8.3
Claws,2017,18+,68,0,1,0,0,1,7.4
Marvel's M.O.D.O.K.,2021,18+,68,0,1,0,0,1,6.3
Shark Tank,2009,7+,68,0,1,0,0,1,7.6
Ghost Adventures,2008,13+,67,0,1,0,0,1,7.5
Miranda,2009,7+,67,0,1,0,0,1,8.2
Making It,2018,7+,67,0,1,0,0,1,7.9
The Son,2017,16+,67,1,1,0,0,1,7.5
10 Things I Hate About You,2009,16+,67,0,1,0,1,1,7.3
Good Trouble,2019,16+,67,0,1,0,0,1,7.5
Ben 10,2005,7+,67,0,1,0,0,1,7.3
The Mick,2017,16+,67,0,1,0,0,1,7.8
WWE Raw,1993,7+,67,0,1,0,0,1,7.8
Party of Five,1994,7+,67,0,1,0,0,1,6.8
Overlord,2015,18+,67,0,1,0,0,1,7.8
The Path,2016,18+,67,0,1,0,0,1,7.3
Descendants of the Sun,2016,16+,67,0,1,1,0,1,8.3
Single Parents,2018,7+,67,0,1,0,0,1,7.1
Deadliest Catch,2005,16+,67,0,1,0,0,1,7.8
Gangland Undercover,2015,16+,67,0,1,0,0,1,8.2
ThunderCats,1985,7+,67,0,1,0,0,1,7.9
Shiki,2010,18+,67,0,1,0,0,1,7.7
Rascal Does Not Dream of Bunny Girl Senpai,2018,16+,67,0,1,0,0,1,8.2
Jane Eyre,2006,7+,67,0,1,1,0,1,8.3
Kitchen Nightmares,2007,16+,67,0,1,0,0,1,7.5
Devious Maids,2013,7+,67,0,1,0,0,1,7.8
My Wife and Kids,2001,7+,67,0,1,0,0,1,6.8
Star vs. the Forces of Evil,2015,7+,67,0,1,0,1,1,8.0
Dark Side of the Ring,2019,16+,67,0,1,0,0,1,8.8
High School DxD,2012,18+,67,0,1,0,0,1,7.6
Transplant,2020,16+,67,0,1,0,0,1,7.9
Apple Tree Yard,2017,16+,67,0,1,0,0,1,7.2
9-1-1: Lone Star,2020,16+,67,0,1,0,0,1,6.8
Fruits Basket,2019,7+,66,0,1,0,0,1,8.6
Siren,2018,7+,66,0,1,0,0,1,7.0
Holey Moley,2019,7+,66,0,1,0,0,1,6.9
Diabolik Lovers,2013,16+,66,0,1,0,0,1,5.2
Dates,2013,16+,66,0,1,0,0,1,7.5
Baby Daddy,2012,16+,66,0,1,0,0,1,7.4
Digimon Adventure,1999,7+,66,0,1,0,0,1,7.3
The Long Road Home,2017,18+,66,0,1,0,0,1,7.5
Black Lagoon,2006,18+,66,0,1,0,0,1,8.0
Taken,2017,18+,66,0,1,0,0,1,6.6
Harrow,2018,16+,66,0,1,0,0,1,7.6
Walker,2021,16+,66,0,1,0,0,1,5.9
Catfish: The TV Show,2012,16+,66,0,1,0,0,1,7.1
Treadstone,2019,18+,66,0,1,0,0,1,7.0
The Incredible Hulk,1977,7+,66,0,1,0,1,1,7.0
"Sabrina, the Teenage Witch",1996,all,66,0,1,0,0,1,6.7
X-Men: Evolution,2000,7+,66,0,1,0,1,1,7.8
Death Parade,2015,18+,66,0,1,0,0,1,7.9
NEXT,2020,16+,66,0,1,1,0,1,6.7
The Pink Panther,1964,all,66,0,1,1,0,1,7.6
Golden Time,2013,16+,66,0,1,0,0,1,7.6
Dollface,2019,18+,66,0,1,0,0,1,7.4
Taxi,1978,7+,66,0,1,0,0,1,7.7
Being Mary Jane,2014,16+,66,0,1,0,0,1,7.5
Drunk History,2013,16+,65,0,1,0,0,1,7.8
Twisted,2013,16+,65,0,1,0,0,1,7.3
Brothers and Sisters,2006,16+,65,0,1,0,0,1,7.3
Breakout Kings,2011,16+,65,0,1,0,0,1,7.3
Scott & Bailey,2011,7+,65,0,1,0,0,1,8.0
Little Britain,2003,18+,65,0,1,0,0,1,7.6
Law & Order: Organized Crime,2021,16+,65,0,1,0,0,1,7.6
Pinky and the Brain,1995,7+,65,0,1,0,0,1,7.8
Ergo Proxy,2006,18+,65,0,1,0,0,1,8.0
Noragami,2014,16+,65,0,1,0,0,1,7.9
Primeval,2007,16+,65,0,1,0,0,1,7.3
Face Off,2011,7+,65,0,1,0,0,1,8.2
Love Island,2015,18+,65,0,1,0,0,1,5.2
Highlander: The Series,1992,16+,65,0,1,0,0,1,7.2
Prison School,2015,18+,65,0,1,0,0,1,7.6
Good Luck Charlie,2010,all,65,0,1,0,1,1,7.0
Medium,2005,16+,65,0,1,0,0,1,7.0
Fire Force,2019,16+,65,0,1,0,0,1,7.7
Second Chance,2016,16+,65,0,1,0,0,1,7.5
American Housewife,2016,7+,65,0,1,0,0,1,7.4
The First,2018,18+,65,0,1,0,0,1,6.7
Reprisal,2019,18+,65,0,1,0,0,1,7.5
Mushoku Tensei: Jobless Reincarnation,2021,16+,64,0,1,0,0,1,8.3
The Kids Are Alright,2018,7+,64,0,1,0,0,1,7.9
Remington Steele,1982,7+,64,0,1,0,0,1,7.2
Saved by the Bell,1989,all,64,0,1,0,0,1,7.0
The Fades,2011,18+,64,0,1,0,0,1,7.7
My Teen Romantic Comedy SNAFU,2013,16+,64,0,1,0,0,1,7.9
Station 19,2018,16+,64,0,1,0,0,1,6.7
New Tricks,2003,7+,64,0,1,0,0,1,7.8
The Mary Tyler Moore Show,1970,7+,64,0,1,0,0,1,8.1
Hill Street Blues,1981,16+,64,0,1,0,0,1,8.1
Monster Musume: Everyday Life with Monster Girls,2015,18+,64,0,1,0,0,1,6.7
The Conners,2018,7+,64,0,1,0,0,1,5.3
NYPD Blue,1993,16+,64,0,1,1,0,1,7.6
CSI: Miami,2002,16+,64,0,1,0,0,1,6.4
Metalocalypse,2006,18+,64,0,1,0,0,1,8.2
America's Got Talent,2006,7+,64,0,1,0,0,1,5.8
Fixer Upper,2013,all,64,0,1,0,0,1,8.2
DCI Banks,2011,16+,64,0,1,0,0,1,7.6
The Future Diary,2011,18+,64,0,1,0,0,1,7.6
Childrens Hospital,2008,18+,64,0,1,0,0,1,7.8
The First 48,2004,18+,64,0,1,0,0,1,8.2
Chopped,2009,all,64,0,1,0,0,1,7.5
Sense and Sensibility,2008,16+,64,0,1,1,0,1,8.0
House Hunters,1999,all,64,0,1,0,0,1,8.1
Teenage Mutant Ninja Turtles,2012,7+,64,0,1,0,0,1,7.8
Flower of Evil,2020,16+,64,0,1,0,0,1,8.8
Monogatari,2009,16+,64,0,1,0,0,1,8.0
Prisoners of War,2010,16+,63,0,1,0,0,1,8.4
Clique,2017,18+,63,0,1,0,0,1,7.0
Atlantis,2013,7+,63,0,1,0,0,1,6.6
Travel Man: 48 Hours in...,2015,7+,63,0,1,0,0,1,8.3
Chowder,2007,7+,63,0,1,0,0,1,7.3
The Hardy Boys,2020,7+,63,0,1,0,0,1,7.0
Shots Fired,2017,16+,63,0,1,0,0,1,6.5
National Treasure,2016,16+,63,0,1,0,1,1,7.4
The Familiar of Zero,2006,16+,63,0,1,0,0,1,7.0
The Brady Bunch,1969,all,63,0,1,0,0,1,6.7
Four Weddings and a Funeral,2019,18+,63,0,1,0,0,1,7.2
Hamilton's Pharmacopeia,2016,18+,63,0,1,0,0,1,8.9
The New York Times Presents,2020,18+,63,0,1,0,0,1,6.7
What's Wrong with Secretary Kim,2018,all,63,0,1,0,0,1,8.1
The Great North,2021,16+,63,0,1,0,0,1,6.5
The Ultimate Fighter,2005,16+,63,0,1,0,0,1,7.8
Tiny Toon Adventures,1990,all,63,0,1,0,0,1,7.5
Foster's Home for Imaginary Friends,2004,7+,63,0,1,0,0,1,7.6
The Tonight Show Starring Jimmy Fallon,2014,16+,63,0,1,0,0,1,7.2
Barkskins,2020,18+,63,0,1,0,0,1,7.3
River Monsters,2009,7+,63,0,1,1,0,1,8.1
The Dick Van Dyke Show,1961,all,63,0,1,0,0,1,8.3
Yu-Gi-Oh! GX,2004,all,63,0,1,0,0,1,6.8
Highschool of the Dead,2010,18+,63,0,1,0,0,1,7.2
While You Were Sleeping,2017,16+,63,0,1,0,1,1,8.4
The Marvelous Misadventures of Flapjack,2008,7+,63,0,1,0,0,1,7.8
Difficult People,2015,18+,63,0,1,0,0,1,7.0
Reba,2001,7+,63,0,1,0,0,1,6.5
The Event,2010,16+,62,0,1,0,0,1,7.0
